"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5109","Login Test","chromium","Sun Apr 13 22:52:39 GMT-03:00 2025","passed","Sun Apr 13 22:52:44 GMT-03:00 2025","","fixturePractice.spec.ts","",""
